CustomerID,Name,Age,Gender,City,JoinDate,ExtraColumn
CUS0040,  Meagan Murphy  ,32,female,Delhi,19/04/2023,EXTRA_DATA
CUS0041,Heather Miller,51,m,Bangalore,19/12/2023,EXTRA_DATA
CUS0042,Roberto Price,72,MALE,Chennai,09/23/2023,EXTRA_DATA
CUS0043,Joseph Sanchez,66,F,Bangalore,07/01/2022,EXTRA_DATA
CUS0044,Patrick Brown,68,m,Delhi,01-10-2022,EXTRA_DATA
CUS0045,Michael Burgess,30,female,Delhi,30/10/2023,EXTRA_DATA
CUS0046,  Chase Wright  ,36,male,Hyderabad,26-02-2022,EXTRA_DATA
CUS0047,Beth Dickson,41,female,Mumbai,21-02-2022,EXTRA_DATA
CUS0048,Jack Patrick,50,Female,Bangalore,14-08-2023,EXTRA_DATA
CUS0049,Stephen Schmitt,71,FEMALE,Mumbai,2023-01-20,EXTRA_DATA
CUS0001,Sarah Jimenez,75,F,Chennai,24/12/2022,EXTRA_DATA
CUS0051,Robert Branch,63,F,Bangalore,25-09-2022,EXTRA_DATA
CUS0052,Benjamin Webb,32,Other,Delhi,16/12/2023,EXTRA_DATA
CUS0053,Michelle Stephens,43,male,Hyderabad,17/07/2023,EXTRA_DATA
CUS0054,Anna Davis,53,F,Chennai,04-03-2024,EXTRA_DATA
CUS0055,Kurt Stafford,63,Other,Mumbai,08/29/2024,EXTRA_DATA
CUS0056,Aaron Burton,150,F,Hyderabad,18/07/2024,EXTRA_DATA
CUS0043,Jesse Garza,45,Female,Chennai,10-05-2024,EXTRA_DATA
CUS0058,Donald Jackson,24,Male,Mumbai,08/24/2023,EXTRA_DATA
CUS0011,Cameron Montes,56,male,Mumbai,2023-04-23,EXTRA_DATA
CUS0060,Timothy Wolfe,61,MALE,Chennai,2024-06-11,EXTRA_DATA
CUS0061,Elizabeth Brown,65,Male,Bangalore,07/10/2024,EXTRA_DATA
CUS0062,James Taylor,56,Male,Chennai,2023-03-05,EXTRA_DATA
CUS0063,  Sandra Jones  ,45,F,Bangalore,05/29/2024,EXTRA_DATA
CUS0064,Lori French,74,female,Bangalore,09-10-2022,EXTRA_DATA
CUS0065,Raymond Leon,65,Other,BANGALORE,07/27/2022,EXTRA_DATA
CUS0066,Jason Vance,48,M,Hyderabad,19/02/2022,EXTRA_DATA
CUS0067,Carmen Perez,75,Other,Hyderabad,03-03-2023,EXTRA_DATA
CUS0068,  Caitlyn Sanchez  ,52,M,Hyderabad,24-11-2024,EXTRA_DATA
CUS0069,Tanya Lee,20,Other,Bangalore,21-03-2023,EXTRA_DATA
CUS0057,  Theresa Johnson  ,78,FEMALE,Chennai,16-07-2022,EXTRA_DATA
CUS0071,Jennifer Lopez,45,FEMALE,Chennai,06/02/2024,EXTRA_DATA
CUS0072,Brian Mathews,42,FEMALE,Chennai,05/08/2023,EXTRA_DATA
CUS0073,Cynthia Hurst,38,m,Mumbai,01/01/2022,EXTRA_DATA
CUS0074,Amy King,47,Female,Mumbai,01/12/2023,EXTRA_DATA
CUS0075,Donna Berg,Sixty Five,Female,Hyderabad,15-09-2023,EXTRA_DATA
CUS0014,Megan Flores,31,female,Bangalore,11/08/2023,EXTRA_DATA
CUS0077,Jasmine Lawrence,79,Male,Delhi,09/21/2022,EXTRA_DATA
CUS0078,Ronald Richards,46,MALE,Mumbai,2024-03-09,EXTRA_DATA
CUS0079,Joshua Rush,30,M,Mumbai,2024-04-28,EXTRA_DATA
CUS0080,Bailey Russell,64,M,Hyderabad,2023-04-05,EXTRA_DATA
CUS0081,Nicole Johnson,61,MALE,BANGALORE,2023-10-09,EXTRA_DATA
CUS0082,Joshua Savage,47,male,Chennai,12/07/2023,EXTRA_DATA
CUS0083,Nicholas Price,58,F,Chennai,2023-06-06,EXTRA_DATA
CUS0084,Gabrielle Lawson,Twenty,male,Hyderabad,2023-10-07,EXTRA_DATA
CUS0085,Brittany Duran,34,Other,Delhi,2023-05-08,EXTRA_DATA
CUS0086,Danielle Underwood,44,m,Chennai,2023-05-26,EXTRA_DATA
CUS0087,Jonathan Davis,26,male,Chennai,14/06/2023,EXTRA_DATA
CUS0011,William Wolfe,42,Other,DELHI,14/12/2022,EXTRA_DATA
CUS0089,Wendy Skinner,18,F,Bangalore,17/01/2023,EXTRA_DATA
CUS0090,Amanda Torres,150,male,Delhi,03-09-2022,EXTRA_DATA
CUS0091,  Mark Blake  ,48,M,Chennai,13/04/2023,EXTRA_DATA
CUS0092,Kimberly Tate,62,Other,Mumbai,10-02-2022,EXTRA_DATA
CUS0093,Benjamin Brown,45,FEMALE,MUMBAI,28/08/2024,EXTRA_DATA
CUS0094,Tammy Owens,60,F,Chennai,11/12/2024,EXTRA_DATA
CUS0095,  Robert Williams  ,Twenty,Other,Mumbai,10/03/2022,EXTRA_DATA
CUS0096,  Bradley Wilson  ,66,male,Bangalore,22/08/2023,EXTRA_DATA
CUS0097,Heather Ryan,68,Male,Bangalore,2023-05-30,EXTRA_DATA
CUS0098,Joseph Barber,27,Other,Bangalore,28/11/2022,EXTRA_DATA
CUS0099,Thomas Francis,50,Other,Hyderabad,2024-06-29,EXTRA_DATA
CUS0100,Mark Munoz,31,male,Bangalore,28-09-2022,EXTRA_DATA
CUS0101,  Ruben Scott  ,29,FEMALE,Chennai,10/22/2022,EXTRA_DATA
CUS0102,Holly Atkinson,65,Male,Mumbai,11-02-2023,EXTRA_DATA
CUS0103,Kristina Hardy,27,F,chennai,02/01/2024,EXTRA_DATA
CUS0104,Ricky Brooks,49,FEMALE,Hyderabad,11/27/2022,EXTRA_DATA
INVALID_73,Sandra Reed,150,FEMALE,Chennai,11/04/2022,EXTRA_DATA
CUS0106,  Michael Lopez  ,43,m,Chennai,17/09/2023,EXTRA_DATA
CUS0107,  Elizabeth Green  ,70,Other,Hyderabad,10/08/2022,EXTRA_DATA
CUS0108,Kyle Reynolds,47,M,Mumbai,06/01/2023,EXTRA_DATA
CUS0109,  Mary Jackson  ,75,M,Hyderabad,01-08-2024,EXTRA_DATA
CUS0110,Kristopher Miller,25,Male,CHENNAI,03/21/2024,EXTRA_DATA
CUS0111,  Jennifer Howard  ,18,female,BANGALORE,01/24/2022,EXTRA_DATA
CUS0112,Joel Johnson,73,m,Hyderabad,01-09-2024,EXTRA_DATA
CUS0113,  Kelly Parker  ,34,Male,Bangalore,07/03/2023,EXTRA_DATA
CUS0114,Nicholas Dunn,62,Female,Bangalore,01/15/2024,EXTRA_DATA
CUS0115,Amanda Herrera,22,F,Mumbai,24-04-2024,EXTRA_DATA
CUS0116,Ryan Owens,69,FEMALE,Bangalore,10/28/2023,EXTRA_DATA
CUS0117,Carla Moody,57,Male,HYDERABAD,13-04-2023,EXTRA_DATA
CUS0118,Amy Hanson,43,female,Mumbai,19-01-2024,EXTRA_DATA
CUS0119,John Roberts,19,F,Mumbai,10-06-2024,EXTRA_DATA
CUS0120,Bryan Fry,54,M,Delhi,2024-10-01,EXTRA_DATA
CUS0121,  Barbara Butler  ,59,Male,Hyderabad,02/27/2024,EXTRA_DATA
CUS0122,Margaret Smith,30,male,Hyderabad,10/29/2023,EXTRA_DATA
CUS0123,Elizabeth Davis,64,M,Mumbai,2022-02-27,EXTRA_DATA
CUS0124,  Jonathan Boyd  ,54,Other,Hyderabad,2023-02-13,EXTRA_DATA
CUS0125,Jacob Mccullough,32,Male,Mumbai,13-03-2023,EXTRA_DATA
CUS0126,Megan Johnson,57,Female,Hyderabad,2023-06-07,EXTRA_DATA
CUS0127,Justin Bishop,150,Male,Chennai,12/03/2023,EXTRA_DATA
CUS0128,  James Hamilton  ,53,M,Bangalore,12/06/2022,EXTRA_DATA
CUS0129,Anne Campbell,34,FEMALE,Mumbai,14/07/2022,EXTRA_DATA
CUS0130,  Kenneth Powell  ,34,FEMALE,Hyderabad,04/11/2023,EXTRA_DATA
CUS0131,Sean Reid,36,F,Bangalore,2023-08-27,EXTRA_DATA
CUS0132,Michael Jones,80,Other,HYDERABAD,07-09-2022,EXTRA_DATA
CUS0133,Denise Roberts,75,Other,Hyderabad,2023-03-21,EXTRA_DATA
INVALID_86,Robert Thompson,22,M,Bangalore,2024-04-12,EXTRA_DATA
CUS0135,Heather Sullivan,35,MALE,Chennai,12/05/2023,EXTRA_DATA
CUS0136,Robert Johnston,31,Other,Hyderabad,2023-10-16,EXTRA_DATA
CUS0137,Joe Dominguez,40,female,Mumbai,15-06-2022,EXTRA_DATA
CUS0138,Donna Stein,39,male,Bangalore,2024-07-19,EXTRA_DATA
CUS0139,Kevin Thornton,55,Female,Mumbai,04/01/2024,EXTRA_DATA
CUS0140,Robert Peterson,44,Female,Chennai,14-03-2023,EXTRA_DATA
CUS0141,Margaret Knight,20,Other,Delhi,2024-05-15,EXTRA_DATA
CUS0142,Darryl Taylor,34,female,Bangalore,2022-01-08,EXTRA_DATA
CUS0143,Christine Wilson,80,m,Bangalore,22-06-2023,EXTRA_DATA
CUS0144,Keith Parker,61,M,Mumbai,10/06/2022,EXTRA_DATA
CUS0145,Eduardo Lee,35,Male,Mumbai,27/10/2024,EXTRA_DATA
CUS0146,  Nicholas Clark  ,41,Male,Bangalore,10/07/2024,EXTRA_DATA
CUS0097,  Jill Mason  ,34,F,Chennai,16-02-2023,EXTRA_DATA
CUS0148,Jimmy Lewis,76,Other,Bangalore,04-02-2022,EXTRA_DATA
CUS0149,  Lisa Leonard  ,56,female,Chennai,11/04/2023,EXTRA_DATA
CUS0150,  Dawn Moore  ,73,FEMALE,Delhi,2023-03-28,EXTRA_DATA
CUS0151,Scott Savage,70,Other,Chennai,25-11-2024,EXTRA_DATA
CUS0152,  Robert Franco  ,75,Other,Hyderabad,06/08/2023,EXTRA_DATA
CUS0153,Richard Baker,51,Male,BANGALORE,24-01-2022,EXTRA_DATA
CUS0154,Austin Powell,36,FEMALE,Chennai,01/07/2023,EXTRA_DATA
CUS0155,Kelsey Gray,68,FEMALE,hyderabad,05-04-2022,EXTRA_DATA
CUS0156,Mary Smith,39,m,Mumbai,12/01/2024,EXTRA_DATA
CUS0157,Kevin Williams,41,F,Delhi,29/08/2023,EXTRA_DATA
CUS0158,Ryan Woods,Sixty Five,male,Bangalore,27/09/2022,EXTRA_DATA
CUS0159,William Spence,40,m,Mumbai,2023-11-20,EXTRA_DATA
CUS0160,  Jenna Wagner  ,56,m,Delhi,07/09/2023,EXTRA_DATA
CUS0161,Matthew Lewis,40,female,Mumbai,01/03/2024,EXTRA_DATA
CUS0162,Melanie Hamilton,76,F,delhi,07/30/2024,EXTRA_DATA
CUS0163,Donna Ryan,60,Other,Mumbai,09/22/2022,EXTRA_DATA
CUS0164,Lisa Brown,73,male,Bangalore,29/08/2023,EXTRA_DATA
CUS0165,Stephen Ward,40,m,Delhi,02-09-2024,EXTRA_DATA
CUS0166,Elizabeth Hendricks,43,Male,Hyderabad,08/05/2023,EXTRA_DATA
CUS0167,Alexander Wright,41,m,Chennai,12/01/2023,EXTRA_DATA
CUS0168,Julia Wood,59,F,Delhi,2022-10-23,EXTRA_DATA
CUS0169,Thomas Kennedy,46,m,Hyderabad,10-05-2022,EXTRA_DATA
CUS0170,Wendy Andrews,30,m,Bangalore,01-09-2023,EXTRA_DATA
CUS0171,  Clayton Rogers  ,30,M,Hyderabad,09/19/2022,EXTRA_DATA
CUS0172,Daniel Jones,72,Male,Hyderabad,12/25/2023,EXTRA_DATA
CUS0173,Sharon Hart,36,Female,Chennai,04/24/2024,EXTRA_DATA
CUS0174,Deanna Castillo,49,m,Delhi,20/05/2024,EXTRA_DATA
CUS0175,Maria Hall,-5,FEMALE,Mumbai,26-02-2024,EXTRA_DATA
CUS0176,Joshua Grant,58,Female,Delhi,2022-06-26,EXTRA_DATA
CUS0177,Lauren Smith,25,Male,delhi,01-06-2024,EXTRA_DATA
CUS0178,Ralph Cooper,-5,MALE,Mumbai,13/02/2022,EXTRA_DATA
CUS0179,David Matthews,65,F,Bangalore,2024-05-06,EXTRA_DATA
CUS0180,  Christina Atkinson  ,77,F,Delhi,10/12/2023,EXTRA_DATA
CUS0181,Sarah Rowe,Sixty Five,Male,mumbai,07/04/2022,EXTRA_DATA
CUS0182,Patricia Wright,74,F,Hyderabad,10-07-2023,EXTRA_DATA
CUS0183,Ethan Rodriguez,31,Other,Bangalore,11/19/2023,EXTRA_DATA
CUS0184,John Figueroa,68,Female,Hyderabad,20-02-2022,EXTRA_DATA
CUS0185,James Martinez,19,M,Bangalore,01/18/2024,EXTRA_DATA
CUS0186,Katherine Hartman,39,m,Chennai,26/09/2023,EXTRA_DATA
CUS0187,Ashley Vargas,29,Female,Bangalore,2024-10-27,EXTRA_DATA
CUS0188,Brian Sherman,58,FEMALE,Mumbai,2024-09-16,EXTRA_DATA
CUS0189,Jared Carter,51,male,Chennai,25-10-2023,EXTRA_DATA
CUS0190,Michael Martinez,48,female,Chennai,04/23/2022,EXTRA_DATA
CUS0191,Justin Bryant,65,MALE,Bangalore,04/15/2022,EXTRA_DATA
CUS0192,Jennifer Brown,64,m,Bangalore,2022-04-04,EXTRA_DATA
CUS0193,  Teresa Kennedy  ,73,Female,Mumbai,03/11/2022,EXTRA_DATA
CUS0194,Kathryn Davis,33,Female,Delhi,2024-09-21,EXTRA_DATA
CUS0195,  Kayla Walton  ,68,m,Chennai,10/04/2024,EXTRA_DATA
CUS0196,Christopher Cooper,22,M,Hyderabad,13/08/2022,EXTRA_DATA
CUS0197,Vicki Fowler,45,Other,Delhi,25/11/2023,EXTRA_DATA
CUS0198,David Simmons,54,M,Chennai,14-10-2023,EXTRA_DATA
CUS0199,Kathryn Foster,Sixty Five,Other,Chennai,2024-02-23,EXTRA_DATA
CUS0200,Frank Singleton,56,MALE,Mumbai,2023-05-11,EXTRA_DATA
CUS0201,Joseph Smith,25,male,Hyderabad,04/02/2024,EXTRA_DATA
CUS0202,Cynthia Reynolds,78,male,Delhi,11/05/2024,EXTRA_DATA
CUS0203,Aaron Palmer,27,m,Chennai,2022-08-04,EXTRA_DATA
CUS0012,Nicole Rowe,44,FEMALE,Delhi,2023-05-14,EXTRA_DATA
CUS0205,Christian Zimmerman,31,Male,Hyderabad,09/17/2022,EXTRA_DATA
CUS0206,John Lewis,21,FEMALE,Hyderabad,09/06/2023,EXTRA_DATA
CUS0207,Rebecca Miller,52,F,Mumbai,2023-01-08,EXTRA_DATA
CUS0208,Caitlyn Richardson,41,Other,Bangalore,16/07/2022,EXTRA_DATA
CUS0209,Adam Hamilton,59,Other,Hyderabad,15-05-2023,EXTRA_DATA
CUS0210,Harold Taylor,40,Male,Chennai,06/23/2023,EXTRA_DATA
CUS0211,  Haley Wilson  ,72,MALE,Delhi,10/26/2022,EXTRA_DATA
CUS0212,John Whitehead,76,male,Hyderabad,07/27/2024,EXTRA_DATA
CUS0213,Mary Fisher,30,M,Bangalore,02-06-2022,EXTRA_DATA
CUS0214,Miguel Villarreal,75,Female,Hyderabad,13-03-2024,EXTRA_DATA
CUS0215,Juan Evans,78,Other,Bangalore,08-02-2023,EXTRA_DATA
CUS0216,Amanda White,27,MALE,Chennai,18-04-2023,EXTRA_DATA
CUS0217,  Kerry Chapman  ,48,M,Mumbai,14/04/2023,EXTRA_DATA
CUS0218,Manuel Allen,74,FEMALE,Bangalore,02/09/2023,EXTRA_DATA
CUS0219,John Nguyen,35,Other,Delhi,12/27/2022,EXTRA_DATA
CUS0001,Jared Roberts,44,M,Delhi,19-10-2022,EXTRA_DATA
CUS0221,Kevin Lloyd,73,Female,Delhi,01/16/2024,EXTRA_DATA
CUS0076,Ricky Huerta,54,M,HYDERABAD,18-06-2023,EXTRA_DATA
CUS0223,William Evans,62,FEMALE,Delhi,14-09-2023,EXTRA_DATA
CUS0224,Becky Jones,34,FEMALE,hyderabad,17-08-2023,EXTRA_DATA
CUS0225,Gregory Bailey,52,Female,MUMBAI,07/03/2022,EXTRA_DATA
CUS0226,Ivan Evans,77,F,Bangalore,05/19/2024,EXTRA_DATA
CUS0227,  Sarah Brooks  ,32,FEMALE,Delhi,29-01-2022,EXTRA_DATA
CUS0228,Nancy Holmes,37,Female,Bangalore,07-02-2023,EXTRA_DATA
CUS0229,Victoria Gonzalez,35,male,Chennai,26-11-2022,EXTRA_DATA
CUS0230,Paul Morgan,44,male,Hyderabad,2023-01-04,EXTRA_DATA
CUS0231,Adam Miller,55,m,Mumbai,16-11-2023,EXTRA_DATA
INVALID_13,Erin Murphy,67,FEMALE,Bangalore,2022-03-29,EXTRA_DATA
CUS0233,Steven Miles,44,male,Mumbai,03/28/2023,EXTRA_DATA
CUS0234,James Brown,25,Other,Chennai,31-12-2022,EXTRA_DATA
CUS0235,James Oconnor,74,F,Delhi,2024-02-22,EXTRA_DATA
CUS0236,Amy Ross,61,Female,chennai,25/03/2023,EXTRA_DATA
CUS0237,Mary Herrera,67,MALE,Hyderabad,17-08-2023,EXTRA_DATA
CUS0238,William Martin,71,MALE,Bangalore,17/06/2022,EXTRA_DATA
CUS0239,  Roberto Garcia  ,Twenty,Male,Delhi,11/28/2024,EXTRA_DATA
CUS0240,Teresa Brady,67,MALE,Chennai,02/06/2024,EXTRA_DATA
CUS0241,Tracy Kent,38,Other,Hyderabad,08/09/2024,EXTRA_DATA
CUS0242,Amy Berger,-5,Female,Bangalore,09/11/2024,EXTRA_DATA
CUS0243,Kevin Ortiz,46,male,Hyderabad,12/20/2023,EXTRA_DATA
CUS0244,Jimmy Montoya,73,Other,Hyderabad,01/16/2023,EXTRA_DATA
CUS0059,Holly Hays,67,male,Delhi,03-07-2022,EXTRA_DATA
CUS0246,Scott Krueger,64,m,Hyderabad,2024-07-06,EXTRA_DATA
CUS0247,Bradley Burnett,52,M,Delhi,2024-04-16,EXTRA_DATA
CUS0248,Randy Cox,56,MALE,Delhi,19/11/2022,EXTRA_DATA
CUS0249,Jennifer Cruz,38,Female,Mumbai,13/03/2024,EXTRA_DATA
CUS0250,George Brooks,64,M,Mumbai,13/04/2024,EXTRA_DATA
CUS0251,Caleb Singh,53,MALE,Delhi,15-08-2024,EXTRA_DATA
CUS0252,  Ronald Phillips  ,54,MALE,Delhi,05-02-2022,EXTRA_DATA
CUS0253,Mallory Thompson,26,Male,Delhi,05/21/2023,EXTRA_DATA
CUS0254,Nicole Carter,33,m,Bangalore,20/09/2024,EXTRA_DATA
CUS0255,  Patrick Kaiser  ,77,Male,Mumbai,05-07-2023,EXTRA_DATA
CUS0040,Gregory Conrad,150,Other,Bangalore,2024-01-15,EXTRA_DATA
CUS0257,Jeffery Carson,25,Male,Mumbai,09/04/2023,EXTRA_DATA
CUS0258,Crystal Madden,20,F,Bangalore,26/06/2023,EXTRA_DATA
CUS0259,John Carson,24,MALE,Mumbai,05/24/2022,EXTRA_DATA
CUS0260,  Amanda Mitchell  ,33,Female,Mumbai,11-06-2022,EXTRA_DATA
CUS0166,Jeffery Johnson,38,female,Delhi,12-10-2024,EXTRA_DATA
CUS0262,Sharon Warner,26,FEMALE,Bangalore,2023-07-07,EXTRA_DATA
CUS0263,Angel Johnson,50,FEMALE,Delhi,2024-04-24,EXTRA_DATA
CUS0105,Robert Moyer,46,male,Hyderabad,16-08-2024,EXTRA_DATA
CUS0265,Alyssa Singleton,39,M,Bangalore,26/01/2022,EXTRA_DATA
CUS0266,Cynthia Harvey,28,Female,Delhi,02/04/2024,EXTRA_DATA
CUS0204,Andrew Mendez,19,Male,Delhi,11/08/2023,EXTRA_DATA
CUS0268,Cheryl Dennis,60,Male,Mumbai,2024-09-06,EXTRA_DATA
CUS0269,Heather Price,27,M,Bangalore,2022-01-24,EXTRA_DATA
CUS0270,  Raymond Hampton  ,50,FEMALE,Mumbai,10/28/2024,EXTRA_DATA
CUS0271,Madison Howard,30,Female,Mumbai,18/05/2022,EXTRA_DATA
CUS0272,Jessica Hopkins,70,m,Bangalore,20/09/2022,EXTRA_DATA
CUS0273,Bryan Williams,50,Other,Delhi,2023-03-29,EXTRA_DATA
CUS0274,  Brooke George  ,34,female,Bangalore,16/10/2024,EXTRA_DATA
CUS0275,Nancy Riley,44,male,Mumbai,10/08/2024,EXTRA_DATA
CUS0276,William Ruiz,54,F,Chennai,2024-11-23,EXTRA_DATA
CUS0277,Kenneth Garcia,46,Male,Hyderabad,10/31/2022,EXTRA_DATA
CUS0278,Brian Newman,76,FEMALE,BANGALORE,04/02/2023,EXTRA_DATA
CUS0279,Travis Jackson,34,Male,Chennai,04-08-2024,EXTRA_DATA
CUS0280,Samuel Spencer,68,Other,Hyderabad,22-09-2023,EXTRA_DATA
CUS0281,Rebecca Patterson,37,Male,Bangalore,10-10-2024,EXTRA_DATA
CUS0179,Charles Brady,56,MALE,Hyderabad,19/04/2023,EXTRA_DATA
CUS0283,Cynthia Maldonado,61,female,Hyderabad,21-11-2023,EXTRA_DATA
CUS0284,Kristina Patrick,56,Other,Delhi,01/01/2024,EXTRA_DATA
CUS0285,Anthony Dixon,47,FEMALE,Delhi,08/14/2022,EXTRA_DATA
INVALID_9,Melissa Jefferson,-5,F,Hyderabad,2023-12-07,EXTRA_DATA
INVALID_39,Eric Brown,68,FEMALE,Hyderabad,2022-03-04,EXTRA_DATA
CUS0288,Ana Alvarado,50,m,Mumbai,2022-11-11,EXTRA_DATA
CUS0289,Catherine Soto,46,Female,Delhi,10/29/2023,EXTRA_DATA
CUS0290,Jasmine Cisneros,20,FEMALE,Bangalore,15/07/2024,EXTRA_DATA
CUS0291,  Michael Nielsen  ,43,Male,Bangalore,08-05-2023,EXTRA_DATA
CUS0292,Michael Cherry,25,FEMALE,Delhi,13/09/2024,EXTRA_DATA
CUS0293,Clinton Esparza,80,F,Mumbai,2024-03-26,EXTRA_DATA
CUS0294,Carrie Travis,32,female,hyderabad,08/02/2023,EXTRA_DATA
CUS0295,Hannah Santos,42,F,Chennai,19/07/2024,EXTRA_DATA
CUS0296,Deborah Anderson,20,F,Mumbai,02-08-2023,EXTRA_DATA
CUS0297,Shannon Ellis,42,M,Bangalore,29/10/2022,EXTRA_DATA
INVALID_64,Eric Anderson,55,F,hyderabad,06/08/2022,EXTRA_DATA
CUS0299,Amanda Perez,29,m,Mumbai,06/16/2024,EXTRA_DATA
CUS0300,Ryan Ali,52,male,Chennai,24/12/2024,EXTRA_DATA
CUS0301,Jennifer Dorsey,33,Female,Hyderabad,11/24/2022,EXTRA_DATA
CUS0302,Jasmine Edwards,68,Other,Hyderabad,01/19/2022,EXTRA_DATA
CUS0303,Bridget Rodriguez,150,female,Hyderabad,22/09/2022,EXTRA_DATA
CUS0304,  John Shaw  ,31,FEMALE,Bangalore,06/08/2023,EXTRA_DATA
CUS0305,Nicholas Sanchez,40,FEMALE,Hyderabad,2023-05-31,EXTRA_DATA
CUS0306,Lori Rodriguez,78,FEMALE,Chennai,2022-05-03,EXTRA_DATA
CUS0307,Julia Scott,23,F,Chennai,13/03/2024,EXTRA_DATA
CUS0308,Gwendolyn Ramsey,80,M,Hyderabad,03/25/2023,EXTRA_DATA
CUS0309,Ashley Herman,59,M,DELHI,19-12-2023,EXTRA_DATA
CUS0310,Courtney Reid,45,Female,Bangalore,21/06/2024,EXTRA_DATA
CUS0311,Crystal Jackson,71,Female,Bangalore,01/15/2024,EXTRA_DATA
CUS0312,Sheila Jones,46,female,Hyderabad,22/11/2024,EXTRA_DATA
CUS0313,Jenny Dean,38,FEMALE,Bangalore,25-07-2022,EXTRA_DATA
CUS0314,David Young,51,Female,Bangalore,21/07/2022,EXTRA_DATA
CUS0315,Connor White,21,Male,Delhi,18/09/2024,EXTRA_DATA
CUS0316,Christina Thompson,-5,m,CHENNAI,2023-05-25,EXTRA_DATA
CUS0317,Emily Phillips,19,Male,Chennai,14/08/2022,EXTRA_DATA
CUS0318,  Taylor Frye  ,66,FEMALE,Chennai,2022-05-29,EXTRA_DATA
CUS0319,Isabel Benton,71,Other,Delhi,21/08/2023,EXTRA_DATA
CUS0320,Jerry Rios,46,FEMALE,Chennai,2022-07-21,EXTRA_DATA
CUS0321,James Waters,69,female,Bangalore,2022-07-07,EXTRA_DATA
CUS0322,Courtney Martin,74,FEMALE,hyderabad,04/11/2024,EXTRA_DATA
CUS0323,Tracey Lynch,76,Female,Bangalore,2022-04-19,EXTRA_DATA
CUS0324,Robert Chen,44,F,Bangalore,02/07/2023,EXTRA_DATA
CUS0325,Kristin Wells,75,Male,MUMBAI,18-08-2024,EXTRA_DATA
CUS0326,Carla Johnson,150,FEMALE,Delhi,25-01-2022,EXTRA_DATA
